N,P,K,temperature,humidity,ph,rainfall,label
32,48,17,28.54549065311813,88.26621044442305,6.519567622088629,54.5178487052613,mungbean
52,53,48,38.51245737276383,90.90421663721236,6.479687610768019,74.08505743847884,papaya
130,57,18,25.614117828982,82.70555636434597,7.449005912011189,83.29065997738847,cotton
37,131,203,35.0603368988761,82.80878827053967,5.948351797284523,71.15943167905318,grapes
26,81,16,24.40922084053792,61.10462862782018,6.059371173365295,50.96584387836363,lentil
113,5,52,27.69875013415003,90.26767056356134,6.729691606957188,25.475981250225495,muskmelon
64,65,40,22.93376104122848,82.86728349477957,6.168983157739286,263.6986151333565,rice
11,22,40,19.298204698327904,87.16532017199116,6.400477948224154,111.0231492331246,pomegranate
82,13,54,29.966437402693067,93.0208718804237,6.185349729244377,22.49800153687745,muskmelon
32,63,24,27.11602709918216,66.20421446194355,7.700642276809276,51.05426704579975,lentil
90,22,56,27.987755938625025,95.02399869032342,6.570979622928431,20.82084102345883,muskmelon
19,6,10,14.81412312824007,91.3835569228016,6.046305545339751,99.72555019800724,orange
33,35,30,31.949799641144494,52.68050192856677,6.60954779308554,96.69497445647671,mango
39,17,27,33.7360084184547,48.67609459488827,6.921216920408485,93.41177033995878,mango
0,50,19,29.20746125714617,80.22976981559738,6.598634512938471,37.77159489424404,mungbean
30,38,33,31.979985259818527,49.62259519458296,5.765873034028268,89.54166744565582,mango
119,24,49,27.403087944433484,90.61594440221867,6.27749867635572,57.6504388428915,watermelon
38,57,18,30.614213973590218,41.33312172435813,7.887414584024774,49.0864890620953,mothbeans
91,59,36,23.7764879601106,89.21998529834279,6.99056225223642,175.10360120980613,jute
23,123,200,21.618310941220745,90.36394631806228,6.044143213237088,116.78301944564814,apple
31,56,25,25.34701586928782,46.99645869997924,7.491611394146232,56.79718415354293,mothbeans
5,64,23,27.60863677261687,73.49828503274942,5.174921626369799,146.88983232418877,pigeonpeas
21,5,9,27.215699023281488,92.04649217076124,7.094390279920481,101.81702564602423,orange
83,45,44,23.543169331248315,86.61261589773963,6.689123250584017,173.35137716499727,jute
19,41,21,23.699198280137388,59.5345175297837,7.81486434479786,33.63416669340304,mothbeans
39,72,22,30.87892515293234,64.24777850552641,7.587816064872803,71.18753963474019,blackgram
13,69,24,21.52622712006612,21.602392466261808,5.681867435786882,149.81691891322615,kidneybeans
12,24,45,18.16587646527253,90.8580998051484,7.100577413768217,107.58005832981108,pomegranate
91,83,52,29.177690541764544,79.19027925451174,6.408556862115574,119.51390640167384,banana
95,37,29,27.60747164152077,56.918630753524674,6.847258524885917,164.04896337401632,coffee
11,74,20,29.422688870896515,32.04726311867699,7.04601098607691,167.31660559745887,pigeonpeas
86,18,46,27.03737748854809,93.63807185841308,6.818245298757749,25.68154818288408,muskmelon
3,16,43,23.201269608224734,92.5976192591712,6.603439834336519,104.81976026579244,pomegranate
114,95,53,26.76046055407496,75.86313051427953,6.123518705443495,114.83280473366328,banana
95,82,49,26.79550052328531,77.55981137774427,6.054779991834022,103.34270139511254,banana
42,129,203,33.79434156764885,82.60261388705288,5.94864181331777,70.95025471226569,grapes
35,6,29,26.82205521082231,96.95530822635082,5.855302376379798,166.78624831316566,coconut
24,67,17,29.486146946516254,68.83010289132588,7.146789496071658,67.12257997545895,blackgram
117,21,52,29.240970448422363,92.9019603918507,6.358699420744565,24.41522973007854,muskmelon
93,49,41,21.1557597561741,84.58783814806833,6.670784285273549,229.78973493277735,rice
99,52,37,26.70820798364837,82.4554513667818,6.962965993530687,288.81287648287264,rice
36,36,35,27.61215023990705,48.15920836158125,6.118328842347725,95.4750318776046,mango
9,53,18,25.412645589583448,42.41064377428188,5.406186603655203,28.51527277610469,mothbeans
42,31,9,32.76790567656868,91.9415887410346,7.109738374129609,109.69065652959048,orange
9,144,195,22.48588814365048,93.66346864204996,5.887018909849636,102.29692077859868,apple
73,55,36,26.7492878322322,84.70774037964989,6.67465047160214,264.8783186375986,rice
6,60,20,30.265320980050596,67.61694439654319,7.564016106478165,39.47868412584791,lentil
34,64,48,41.83361882820403,89.71142784743937,6.62753755579886,198.28636947781845,papaya
118,28,49,25.23296711033936,81.89066509281363,6.924423921551708,47.02413038353109,watermelon
53,67,21,29.07709192837344,60.95763016000544,7.050241161565742,62.74537067369592,blackgram
27,66,22,26.79740946913003,63.98317975963371,7.755259038660427,64.19066431246002,blackgram
22,70,18,32.50179125747377,64.64192476859482,7.466357237097483,67.3865033575678,blackgram
41,24,29,27.57621790984824,99.98187601,5.794392567609344,180.0050738063496,coconut
25,60,85,19.485097824724573,19.55231275832769,8.194259539034281,81.10176426047522,chickpea
27,62,21,33.23609530544979,69.88053320344054,7.422529473959614,75.61360166107706,blackgram
121,31,48,25.45668116660677,81.60747075070744,6.847922720499821,49.643890316008445,watermelon
85,38,44,19.83611483326423,82.97297090161308,6.871177112012456,206.7401874849641,rice
24,51,24,26.338325556677248,61.9437272896599,9.342390003217565,61.37704553754525,mothbeans
34,17,27,31.420799512897467,50.87158826703008,5.3667995775659945,100.30416993889897,mango
21,71,20,29.224563420513,64.6165097006001,7.147796373786273,66.50970232426411,blackgram
11,75,21,28.32455361328712,61.19947459554374,7.084663278737571,36.99534663001992,lentil
14,38,30,27.71318205065268,50.66307761185291,6.366324164091497,100.49050020883112,mango
41,140,197,21.67450181644161,93.3018343126796,5.667339936308041,113.63984938817548,apple
22,73,78,19.393337436368363,16.575625959640945,7.681974879325448,86.3787059192277,chickpea
19,57,19,27.376011348686145,86.87753073017886,7.200719395220929,54.52074548534765,mungbean
28,24,37,24.862376089826217,93.0008940809752,6.611671008722151,107.90963088881456,pomegranate
88,62,18,23.80580416604178,56.3557073493256,5.877628613442237,94.8331557848284,maize
50,70,47,26.079636538627827,91.58337429908325,6.715579784744193,154.61209474973396,papaya
33,72,17,28.421486620001215,52.58223347597081,5.718329555450564,73.93603444811885,pigeonpeas
27,140,200,23.51804681407261,92.39115715737312,5.949829932947226,101.78666412714354,apple
100,90,50,28.98691717318607,76.46661126498695,5.576199936907243,110.91370219829533,banana
112,28,46,27.85625947651587,93.02477437076128,6.496324321412416,26.044926120913622,muskmelon
2,41,33,28.015823993490358,47.3975361010094,5.472318801801947,90.16519546607287,mango
20,8,32,28.511445510157262,93.52328516996052,5.633956212251961,154.3889955396401,coconut
90,20,47,26.53495752059568,87.41032442927157,6.3088105180575145,58.81742253451605,watermelon
41,74,25,25.83391314295156,61.947027791939895,7.185370377406153,68.23096772406788,blackgram
30,77,15,24.58016604818445,20.626455825497484,5.675406725632593,81.91362055172281,kidneybeans
47,74,23,29.509193262123546,66.20484528813311,7.633290207196762,69.75132337293998,blackgram
101,56,39,26.408707675984317,84.0639986778761,7.554120463983112,175.14555561645673,jute
6,10,24,28.40569683337233,96.84036136883132,6.0714743108772975,189.53844452474877,coconut
38,139,199,23.192915642395555,91.84780196714274,6.252553781068927,103.86174512014844,apple
29,139,203,8.854414602450998,83.06718696525542,5.522758763253025,65.77641437000307,grapes
29,41,13,28.19965883403004,86.84211707580829,6.64257921865668,41.05798132236003,mungbean
92,42,42,23.70586586922508,81.73210449168033,7.258243413407319,249.42911944564125,rice
41,145,201,37.6841263721667,80.88033440756227,5.658541465190859,71.92177405398927,grapes
77,60,44,25.001738386152383,72.1434248420225,6.392442592160336,178.13165444406562,jute
73,43,41,25.307837936989817,79.80489582190123,6.729089024601828,169.6406146725406,jute
8,137,203,21.451177421511016,92.20645178051733,6.332436945319484,106.63195611546844,apple
106,53,41,24.59532937646396,80.82870335331876,7.369879957944168,273.96283177742066,rice
126,46,23,24.24073653972541,77.64046036473276,7.061646086142745,88.95066502441814,cotton
29,10,10,13.936857460672073,90.97459658332252,7.539188342412964,106.85552017374972,orange
45,73,82,18.433001904867705,14.795917821351647,7.1677013110367165,82.8026720300581,chickpea
35,138,197,19.32694454594873,83.33294208491772,5.981879561182281,66.24241278396681,grapes
11,65,19,27.549831426467637,62.505439273145285,7.323737843814169,42.76724738113116,lentil
18,25,35,29.350368853754656,91.97394947305033,6.1890634645504266,198.77768547605527,coconut
74,59,19,19.055275345302757,59.4429015173875,5.809297340372504,54.54007398680969,maize
30,70,18,25.111076562019832,18.48772902241693,5.568068335809761,144.45072560441838,kidneybeans
10,6,8,28.451387202477356,93.24823006126276,6.373151659914148,108.18808286411284,orange
30,66,25,28.473324095445108,62.76218333262094,7.325756755758213,39.77690747286887,lentil
87,28,37,26.1928901551478,60.81473513573845,6.3871309060237005,187.49126241633667,coffee
39,45,21,27.81133097080835,85.37680483427333,7.138989976572462,55.35578166011064,mungbean
29,131,205,23.13076338374816,90.50322216518248,6.045282926107331,109.75315922634827,apple
42,69,50,34.92585685739228,91.45448972097827,6.616540936995379,170.1206193251322,papaya
90,25,26,23.93915381901379,62.54392366262421,5.935613162102299,190.36835613374367,coffee
16,25,41,21.88492812500218,91.81669634345926,7.226955750067728,104.8349078078848,pomegranate
108,89,51,28.64161062744737,79.78959769578675,5.8906965286279735,111.69122508543958,banana
30,76,82,20.669021463157144,14.671096137101536,6.954042718907454,83.64470178977137,chickpea
36,27,8,15.360929679510557,93.75499736428752,7.516334197487906,101.00286074246542,orange
28,78,16,20.34790942693728,18.13772352590617,5.828966373023758,149.68360514299235,kidneybeans
108,17,34,23.73247766792121,70.85856582947088,6.71416180737366,176.55655491497788,coffee
34,140,199,36.755748780854425,82.70918191618225,6.414446877028328,67.19311916303027,grapes
62,43,16,18.70464331485852,65.56782398256516,6.838601344557751,63.00303910824496,maize
119,9,52,28.90033307675332,91.05107670786502,6.083275794421126,27.42796783599804,muskmelon
44,74,20,18.826596491920704,20.5581529822976,5.6576578402889375,77.26479792337808,kidneybeans
26,141,203,28.967602427067742,83.740999471188,5.812953264242263,66.9176278236954,grapes
22,37,31,32.42796553849806,52.74667111234717,5.8473101092524375,100.181777831581,mango
14,66,76,17.50286168385784,15.027421240298644,6.039874385698175,74.6102350321941,chickpea
41,79,19,24.38225653892656,69.63819490537418,7.055091757782573,49.175374556094525,lentil
5,58,26,27.51006951430498,80.82025522957395,6.312544868263757,53.23625889117879,mungbean
16,134,202,14.334464561638235,80.08057620379942,6.548484528620063,64.96393974966553,grapes
113,80,54,29.617592626728054,76.53510479986703,5.537528401128363,99.20059678419112,banana
92,96,54,27.313734699115784,78.0767129412016,6.173094530312107,97.40905231187348,banana
107,76,45,25.53772371200994,80.5944755447201,6.141542442550767,114.84888075247524,banana
32,35,25,29.838012346161975,78.86657286823034,7.153272280349895,52.2305920965551,mungbean
32,5,26,29.02618799800752,93.09940521435756,5.712439004799328,153.60782278609366,coconut
77,56,21,19.29378387127888,60.09487901809525,6.644282728487273,61.63208822396276,maize
109,25,27,24.47986627416184,68.88844451615996,6.919396344417065,186.5363760003393,coffee
22,76,17,26.994582252788035,70.2027494233455,7.449226034065917,35.35744558995836,lentil
2,43,17,29.159929299622416,59.06422746334376,8.564743977190876,67.22899490349685,mothbeans
21,26,29,30.073299233191825,91.04268486748856,5.878752178380092,217.60310223045488,coconut
2,137,197,20.08820961757479,81.40708606988937,5.730805975811404,73.19466954805597,grapes
31,26,16,30.44365360450723,90.50049601018992,7.721694143226449,113.71074906896288,orange
82,19,45,25.6589903122206,80.92654681506987,6.867061894131772,48.48707148538399,watermelon
113,88,48,26.80443260108932,78.16674148340287,6.192400659687054,99.6210084161804,banana
15,10,45,17.92805070438754,92.06129807930006,7.018682991567285,109.75286390931494,pomegranate
105,43,23,21.72949981594544,83.55604311341403,5.883707864643848,79.91714497574078,cotton
36,144,203,21.20336840418111,90.08874247057992,6.013962081875139,123.6226772019788,apple
76,49,19,24.79933358911695,69.99790433911475,6.542786334252208,106.69899298840296,maize
0,23,43,22.128397527587587,88.537339613258,7.3541010092679775,110.3246088807883,pomegranate
85,51,18,25.814523504767894,65.05777098185487,6.570477489205038,110.11449194759112,maize
24,80,21,23.19192647166156,19.448516724565277,5.667773658839614,94.63720682863674,kidneybeans
30,80,19,27.465089575730765,68.36715087662344,7.051290785543816,67.83627893900096,blackgram
92,12,47,30.315975052266705,94.17867363814,6.091685153032301,23.44612426475916,muskmelon
8,19,14,20.450759754605144,94.85671537095504,6.434477861802129,109.48614281857851,orange
93,12,47,24.89492268258616,84.35548110378022,6.53084482206849,49.48235692701026,watermelon
108,41,29,23.03021283991292,63.59169609451607,6.663579782220423,126.0153333916222,coffee
49,74,15,27.93378902448619,64.35833788615462,6.44084686737315,73.1169978853712,blackgram
73,32,39,24.221089466133105,82.046735799972,5.065422582261036,199.58250266368083,rice
38,143,199,38.77147411033939,82.53261580061996,6.430510992851776,67.25079083728097,grapes
98,23,53,26.106326562568043,79.37737591239298,6.899776010965354,58.83039964248053,watermelon
18,15,31,32.84257627915875,44.78007940949536,5.519263212476306,94.76472330755048,mango
9,145,199,23.75272791581998,93.62397508771812,5.553923762909978,118.1064960666992,apple
96,23,48,29.31713561732036,91.34999713103008,6.66079745170686,21.576402657481484,muskmelon
85,59,43,25.617780063843,84.19958637311998,6.077403181391715,235.03466698606923,rice
123,45,22,26.06902389674951,75.81922155631632,7.804108215543735,88.39832174420127,cotton
1,25,34,26.90071324345184,54.32081513110965,6.46404291909664,95.67392599625995,mango
38,64,16,26.30206863804281,64.74852991493918,7.318515588243616,61.97641301003457,blackgram
8,15,5,10.57101509211693,94.46862853113296,7.074206947212775,116.56525189910217,orange
140,36,15,24.1308428364782,75.63394048716113,6.034718017238517,70.72273937258382,cotton
97,14,56,29.939341577394096,95.16950353824387,6.76020488041332,20.21126747,muskmelon
60,46,17,26.319612433312265,71.19946183016685,6.896611066910702,108.91232086516224,maize
54,69,15,29.21870850047931,68.09968947469405,7.013544326340079,73.89451384224323,blackgram
15,129,199,36.51110606627088,84.52040395964296,5.562360439378477,67.87717001988862,grapes
136,45,15,23.410911519999424,80.42373048925712,6.3323722094118855,85.51977618730923,cotton
73,42,36,25.489516561725274,77.46421089537489,6.879418312242278,172.90283679027297,jute
58,58,18,32.515845565126206,62.87649881998399,7.225642958080534,68.77752034266416,blackgram
26,20,27,26.84985673103982,92.23094580059696,5.702179344424078,123.00024459160792,coconut
20,5,12,28.76989840529652,94.85032425589463,7.381583119533394,117.53219144279264,orange
50,56,49,25.015894373189973,93.1014963563279,6.763578374572223,119.60474351989885,papaya
15,27,30,29.413485206926808,99.18970495055312,6.122931777815063,221.0072115928744,coconut
22,59,22,28.084985791850382,41.201829721793445,6.266029651983302,177.00612264200836,pigeonpeas
30,144,205,11.297635153448155,82.53657770873905,5.828546790853235,66.65932937164015,grapes
75,41,38,23.387596802144405,84.56650517571401,7.571344839520929,248.4162577393628,rice
89,16,48,23.563081443126087,85.06853116538184,6.508129940823128,54.28715448357503,watermelon
24,125,199,22.72226882175394,90.18180638745864,6.230906641462044,112.85060044346884,apple
10,125,200,20.49248328799121,80.6939881142074,5.70844649766286,70.14204772394038,grapes
62,57,16,28.65162644385865,67.54881365850193,7.563700936396929,64.18861036312292,blackgram
82,78,56,27.705890133313613,80.78076805209783,6.331846638288845,94.33826184516886,banana
85,94,49,25.70510329884573,79.25763456327054,6.10463331992894,123.87779117664144,banana
110,8,55,26.65063480468796,87.93353388970985,6.3385484412196345,45.81114494397093,watermelon
29,27,33,31.84932355457032,48.10850060912853,6.556574673705206,93.00200482859516,mango
18,54,24,30.08165792642482,58.80599694468432,8.746221350861571,59.09859395739992,mothbeans
13,60,20,26.86005769493622,63.62132136595724,6.056079245885412,50.89905315925376,lentil
28,24,28,25.720249981394858,97.3657721060731,6.309311280310458,199.18814905021569,coconut
83,46,15,21.545168926286703,74.63532741829415,6.098362977179822,97.7646277146278,maize
6,31,35,28.94560186634401,47.216419670100414,4.505408858134381,97.06350690103098,mango
28,77,76,20.30883158071843,18.42001332797421,6.776493075496377,89.26810740063146,chickpea
33,60,15,23.269038568295414,23.164144114863397,5.506595848928296,91.58499721493004,kidneybeans
53,68,16,34.253505484227965,66.18913731333043,7.392190990227178,66.2279700363703,blackgram
59,76,15,29.871236479603517,60.4324347602519,7.045725862670262,64.52768104897781,blackgram
99,50,36,22.62567359313,80.600251091808,7.019319645111716,281.260006232814,rice
9,6,7,19.8073848696942,91.35686500182253,6.9807827437386045,111.63103432835744,orange
34,23,40,23.59365092264936,90.32075299393658,6.04820818224544,106.85507405981758,pomegranate
7,75,25,27.72881116161864,63.94396832330971,7.660176571999665,45.60277813704347,lentil
98,14,54,25.346490472351974,87.35527991263939,6.565835749901233,41.469358795908775,watermelon
34,71,52,27.924120580791765,93.73793531096922,6.733685281588282,27.45655541219905,papaya
106,17,52,26.55815485602034,88.82872190458528,6.578430288727768,57.71636884294422,watermelon
59,56,48,32.37012627895605,93.80771890324765,6.54424876780552,36.335004784377766,papaya
49,55,52,37.97576807292549,93.75485771382358,6.548341030785544,60.638246917676646,papaya
3,61,22,25.253170912134056,60.44292437983163,6.801464226717172,47.74794275299655,lentil
104,25,54,29.79091232549592,91.50380119797524,6.101169157596292,23.86837481049717,muskmelon
36,60,82,21.08252381247761,15.579082830636892,6.885082481513785,77.56064574683302,chickpea
18,144,197,22.23714926069267,93.72025659494554,5.9386934117143095,118.0616092434218,apple
69,58,53,37.75624791612948,92.41058154145335,7.030726380695208,157.6036945210657,papaya
97,48,20,23.44081817555271,73.26195675893521,5.951683781199656,97.3483923255899,maize
35,131,197,18.317439669643864,82.00177834403557,5.824745024441108,65.5302427780737,grapes
0,79,22,20.508662571014757,67.68605290611588,7.132278585808525,46.43052354686431,lentil
14,24,38,18.84619686657012,88.62520853310212,7.113569226097926,105.38024837966348,pomegranate
29,53,17,29.40654720915115,54.981557035570354,9.409239160044836,60.40694725128287,mothbeans
29,34,30,35.94073594540539,49.4383696812365,6.299645909112533,95.7978970401482,mango
33,77,25,30.005115184363227,39.59537601004604,6.57600656722601,168.6039302580048,pigeonpeas
100,55,39,24.539152197929592,84.73650535146429,6.507103086194479,146.63736195966894,jute
33,15,35,19.312352526967373,88.18605775803587,5.64962837048377,101.3852893582943,pomegranate
87,63,34,24.3482090190432,90.1803917351668,7.260272502532301,174.65403742339865,jute
0,11,33,25.73311710226185,95.62810369529784,6.262369835003822,172.2283276167806,coconut
46,137,204,25.415090864244394,81.15672931948264,5.967309071808779,70.06094083009899,grapes
38,62,77,18.47092585702798,16.578727304401948,8.527447334859579,73.78012864663356,chickpea
115,40,22,25.287541257706977,81.74343282858403,6.453614656169036,95.8843674064795,cotton
37,56,22,30.055476182559904,51.961117691054206,8.284264799862607,57.03477993229231,mothbeans
90,95,56,27.219042847345374,80.69697281320478,6.17862498299105,103.92049857481793,banana
6,120,202,16.947362546476054,81.75971498508721,6.234051130950578,67.04606968733059,grapes
104,87,53,27.087970547618134,77.47566199224686,5.804018342277796,104.51268202069134,banana
90,88,52,26.62540477461784,82.14732148962614,5.809606849087176,114.78464477523332,banana
6,43,20,28.166906089351134,84.0424568936233,6.559079430793533,37.444308724643214,mungbean
28,145,204,22.949014795016264,91.88653465381168,5.982130982848571,109.62596039271098,apple
30,73,24,25.31525673857811,31.06978019873832,7.042831904068825,178.838101773396,pigeonpeas
18,59,22,28.30037712396548,41.96719325458,6.917802134853504,186.51467040645397,pigeonpeas
24,23,30,32.67812885428826,48.27531854844192,4.688170310330511,90.12891661814966,mango
32,13,27,27.08988842809108,92.33649389552929,6.384555788300044,152.425522999534,coconut
28,48,48,43.67549305,91.80382817456712,6.747989793139243,177.15473370848937,papaya
15,28,27,35.080697471994824,51.44490560005135,5.45147124355837,98.95750073237036,mango
33,49,24,30.02023017064548,86.21625419211806,6.312780371900673,42.68901179429329,mungbean
43,59,20,34.40898497136758,63.31498070662771,6.990261458037152,64.31211376662057,blackgram
36,47,45,30.54885550212634,93.84920020402436,6.7923199287885305,207.84993781353384,papaya
23,20,37,23.48436363045341,89.44220666715329,6.119404196078832,105.10325767401687,pomegranate
54,50,53,33.09659249627445,92.21442918855736,6.805085675558857,66.33873497355167,papaya
34,71,22,30.567998217435637,62.95347964123074,6.045907314523087,95.40645791918185,pigeonpeas
21,19,30,28.06468507854056,91.00185664045571,6.222724931609624,161.94533421473906,coconut
0,74,24,28.440194541622365,62.64588632111966,7.555060525340394,40.41345796144113,lentil
106,42,25,24.148550782492663,84.10825341879112,5.973513263140628,92.4636086024204,cotton
19,40,28,31.036331236629163,48.50749738888784,4.584825915069025,92.45977502894678,mango
28,145,202,11.387895066636744,80.63222217778278,5.680634548577221,68.88372923028874,grapes
15,125,202,22.688293157650406,92.81555587993326,6.387473304890532,114.17973141510038,apple
11,77,24,21.7617273597636,24.617368141600075,5.840736645457982,59.95945196906689,kidneybeans
5,18,14,30.088528235742,92.2511490531898,7.148755234432345,111.32832655967472,orange
95,11,52,28.757561339820192,94.17604441441816,6.077794051348043,23.23173250839834,muskmelon
26,56,17,28.60628071245099,52.507655330023226,7.9795221676518,30.761631079449494,mothbeans
89,56,20,26.561990984648,73.26834377969386,6.874047457153593,98.36221709472632,maize
50,75,26,25.309067985838844,61.70633546040894,7.249324384664255,69.16101180451932,blackgram
118,59,16,21.89154813183447,84.03709559999568,7.040690460962527,66.91628952357883,cotton
4,28,34,30.113992840449814,45.681652446873,4.785937728995624,97.66044980294087,mango
118,6,55,29.863126449664804,94.93720452505876,6.18215654251946,25.800376680367016,muskmelon
41,55,18,36.593570404710825,34.18965019278379,4.62426411549314,136.25837166124782,pigeonpeas
108,44,26,22.00742428637157,83.17934534701168,7.285513221722428,65.36239421970883,cotton
4,73,19,26.06935988730092,59.64573510350767,7.586024998088082,49.48632572415755,lentil
39,70,52,24.3594725927142,90.50213979127214,6.594441808138105,22.1654524962752,papaya
88,45,42,21.969483134387648,83.73621105071122,6.63772146233863,208.935800534396,rice
27,119,201,21.034967203534137,90.95733184216076,6.180992919030904,112.61878770396628,apple
112,49,25,25.776942856377843,77.94366576092908,6.375809095055783,66.4838213710086,cotton
37,69,17,32.82926142576743,65.57161192412384,6.6054128274002615,201.2307983755446,pigeonpeas
88,51,40,23.73913906056379,85.90744443311851,6.917690730080484,155.9546476828052,jute
57,73,84,18.06168331076659,14.774090232840292,7.194611044300823,90.0134077542751,chickpea
28,14,41,24.09599249450652,92.64211589056433,5.866514682654495,105.92970169675483,pomegranate
116,5,47,27.79786951824464,91.12077797980676,6.41574023214914,21.758531309487232,muskmelon
86,52,39,26.78778098484065,78.34227846578305,6.942977039937213,176.38870281432628,jute
78,36,36,25.4392931639005,48.47682921212278,7.045432208034629,132.3479018830648,coffee
78,23,50,26.765829416257738,88.35222318323756,6.775776503343292,52.53279115985195,watermelon
56,76,18,25.034792245760137,63.73073053968925,6.625312224289421,74.02263906805824,blackgram
17,55,18,28.38097451884752,47.76656077166261,3.6094226454502873,64.89806124125036,mothbeans
135,44,23,25.555266641963986,75.71285361982643,6.986997949687324,91.4738592633166,cotton
21,30,28,25.084288596164928,92.90373029761636,6.223541985593491,162.50159819195545,coconut
25,73,14,28.812181672630278,65.80266384094473,6.2697459049005575,171.20270480855788,pigeonpeas
33,22,46,23.699498932103342,93.89297664448372,6.627698276664369,105.29802708411106,pomegranate
3,78,17,18.41147578146509,67.96450685164307,6.563334429443125,51.78962361816652,lentil
9,138,195,24.15321586997157,93.67600117826504,5.559005306059106,106.07187889217695,apple
8,63,22,20.53833166826522,17.97446965867835,5.839793233015716,100.93612930408912,kidneybeans
12,10,33,28.530887052198885,98.94113915099642,5.438634155676726,209.2201967067238,coconut
19,80,18,21.816762320934355,21.599190131383093,5.943804636835067,110.73997586376996,kidneybeans
46,71,85,19.896078713418795,15.863012212696962,7.816239321148954,85.60233804923388,chickpea
11,39,20,26.810634354887643,41.28593480714553,4.750756826796591,41.23457127057787,mothbeans
29,9,45,25.024969740112976,85.73373799908539,5.9344935432747565,106.8874083374566,pomegranate
38,57,83,19.69240469719984,17.06577116979314,7.522652618225506,78.65371913548016,chickpea
91,45,40,23.737031453503484,79.85099529942109,7.20145978318397,188.3785322357893,jute
84,44,43,21.694379355319963,84.113100805431,6.443262015160819,211.0746126615167,rice
118,47,23,23.200813093293263,77.52912960567062,8.031596911451881,71.71070716099175,cotton
0,20,43,23.71577787017539,91.35270710487872,6.949874438006567,109.83736738780392,pomegranate
78,46,19,26.853621399090184,72.76840867459735,6.260437655097371,75.2172714525617,maize
50,68,45,29.872456252289744,91.60526994810331,6.638727688127446,163.55305073054402,papaya
97,14,53,25.51119278391276,87.63667387358797,6.611509886805258,40.00883000920981,watermelon
140,40,18,22.402438003298816,77.75262546713203,5.622464322430584,78.32091204416068,cotton
53,79,17,27.89255924056533,65.53832572289376,6.841894878847231,62.60167144385822,blackgram
70,34,41,23.419796037899573,83.33101720558665,7.255425965922076,247.35921530913404,rice
26,38,20,27.68983514384348,48.85644510775792,7.527055843348459,55.73397742295269,mothbeans
39,55,24,36.32862069748743,65.07150644823435,5.1103183140723,157.1472155820196,pigeonpeas
74,38,23,26.099825392474436,60.460155781654855,6.156626490258701,97.1298166687406,maize
0,8,34,26.219283428150536,99.35504296228132,6.288721839925064,227.37916762930124,coconut
39,76,22,26.00968679143987,60.9369982485327,6.3462890421493015,73.1552655038143,blackgram
0,54,23,27.53698382045276,59.64126301314976,7.396559828881624,40.30617640121567,mothbeans
35,140,202,21.681223927706917,81.0515085558232,6.344024851097376,68.95766366739933,grapes
107,16,52,24.88384165594874,81.50328146915854,6.153749206597979,45.73548206796109,watermelon
4,142,196,22.026378677514533,91.30369538338977,6.177044922853979,114.8469311832431,apple
26,136,203,22.455920519929183,94.1141831920826,5.731918361919842,105.87575785502388,apple
37,82,78,19.9240725625146,14.30015733636768,7.616319078795488,88.37943519082543,chickpea
28,36,23,29.104521979309325,87.32425065833552,7.149565859891722,63.87992364205148,mungbean
3,60,23,27.649317067449484,86.23481940625172,7.224283151882823,42.54562429373783,mungbean
7,60,22,26.877877563074144,58.97001835572893,6.492267264754458,49.15489555292553,lentil
24,60,17,21.415524207234192,65.34312268423335,6.226748616506227,38.47550413846877,lentil
63,45,36,27.18076504671889,88.3496751756448,7.28031293861125,191.1560664525164,jute
40,59,21,31.76625202186025,44.03016498436122,7.459171100280547,71.15184745453455,mothbeans
114,81,47,25.548486547856324,79.56855829945216,5.57092808400824,105.0774974608352,banana
33,63,22,18.261538465006524,18.94630903085151,5.894764497991183,123.2010660713714,kidneybeans
79,69,54,40.87476878798758,94.9874114580543,6.711357609136912,80.91657480715759,papaya
117,49,15,23.165801924698982,79.1496240817821,6.186071241186887,99.543861419063,cotton
106,25,49,27.236288787612107,90.73145445070617,6.147983637439874,22.48927671811866,muskmelon
36,74,14,23.089548462415603,17.11173574668178,5.615232266534812,68.52903859160392,kidneybeans
0,68,22,28.859620334599235,69.43577540746158,6.700004072370073,52.21308584544346,lentil
30,145,205,8.825674745,81.90824501969854,5.768114785670268,65.87698742662707,grapes
89,26,34,22.64859086482372,61.28965389758762,7.353328516104091,133.28520717741156,coffee
46,53,53,37.85851962289101,93.30312242562908,6.945861853351935,244.37441961967215,papaya
43,57,78,20.870055635013134,20.04276638079732,7.922651656285448,73.06777145152218,chickpea
114,85,48,28.567971541653648,83.16748347546441,6.296195788377305,114.3850553817299,banana
37,51,19,27.252134173357167,90.26152233264048,6.633889034224367,38.60594335675066,mungbean
8,59,22,27.61388855095292,66.36113173114681,6.4185140497372615,50.45329775855129,lentil
48,78,17,28.383258331351733,67.68189430778914,7.428749200680039,60.99834427482229,blackgram
65,40,39,25.365915500070532,85.20863848590965,5.936218557245808,181.18542048002385,rice
31,50,16,25.58925694061231,46.85736964796523,8.057765010312803,62.313167089400594,mothbeans
7,55,21,29.23325893048367,47.25317989842671,8.462678977252086,39.16774154638961,mothbeans
7,5,5,22.2193565593786,91.60632269493358,8.169698419684444,109.4604183192197,orange
26,11,32,27.825556490482253,97.25396329355532,6.409536913022296,150.5813515918631,coconut
